"1,2-Dichloroethane","1,2-Dimethylbenzene :- {o-Xylene}",Active Aluminium : Dissolved,Alkalinity to pH 4.5 : Grans Plot,Alkalinity to pH 4.5 as CaCO3,Aluminium,"Aluminium, Dissolved",Ammonia un-ionised as N,Ammoniacal Nitrogen : Load,Ammoniacal Nitrogen as N,"Ammoniacal Nitrogen, Filtered as N",Anthracene,Arsenic,"Arsenic, Dissolved",BOD : 5 Day ATU,BOD : 5 Day ATU : Load,Barium,"Barium, Dissolved",Benzene,Benzo(a)Pyrene,Bicarbonate as HCO3,Boron,"Boron, Dissolved",CHLOROPHYLL,Cadmium,"Cadmium, Dissolved",Calcium,"Calcium, Dissolved","Carbon, Organic, Dissolved as C :- {DOC}",Chemical Oxygen Demand :- {COD},Chloride,Chlorine : Total Available,Chlorine : Total Available : Filtered,Chlorine Free as Cl2,Chloroform : Load :- {Trichloromethane},Chloroform :- {Trichloromethane},Chromium,Chromium : Load,"Chromium Hexavalent, Dissolved :- {Cr VI}","Chromium, Dissolved","Colour, Filtered",Conductivity at 25 C,Copper,Copper : BLM Bioavailable,Copper : Load,"Copper, Dissolved",Cyanide : Free as CN,Cypermethrin,Cypermethrin Identification,Deltamethrin,Descriptive Site Inspection : Pass/Fail 1/0,"Detergents, Anionic","Dimethylbenzene : Sum of (1,2- 1,3- 1,4-) :- {Xylene}","Dimethylbenzene : Sum of isomers (1,3- 1,4-)",Enterococci: Intestinal: Confirmed: MF,Enterococci: Intestinal: Presumptive: MF,Escherichia coli : Confirmed : MF,Flow : Daily total,"Flow, instantaneous",Fluoranthene,Fluoride,GCMS Screen : Semi-Volatile Screen: Semi Quantitative,HCH -gamma :- {Lindane},"Hardness, Total as CaCO3",Ionic Balance,Ionic Balance: Dissolved,Iron,"Iron, Dissolved",LCMS Screen : Semi Quantitative,Lead,Lead : BLM Bioavailable,"Lead, Dissolved",Lithium,"Lithium, Dissolved",MST Filtration,Magnesium,"Magnesium, Dissolved",Manganese,Manganese : BLM Bioavailable,"Manganese, Dissolved",Mercury,"Mercury, Dissolved",Nickel,Nickel : BLM Bioavailable,"Nickel, Dissolved",Nitrate as N,"Nitrate, Filtered as N",Nitrite as N,"Nitrite, Filtered as N","Nitrogen, Dissolved Inorganic : as N","Nitrogen, Kjeldahl as N","Nitrogen, Organic as N","Nitrogen, Total Oxidised as N","Nitrogen, Total Oxidised, Filtered as N","Nitrogen, Total as N",No flow /No sample,"Oils, Grease and Fats","Orthophosphate, Filtered as P","Orthophosphate, reactive as P","Oxygen, Dissolved as O2","Oxygen, Dissolved, % Saturation",PCB - 028,PCB - 052,PCB - 101,PCB - 118,PCB - 138,PCB - 153,PCB - 180,PCB : Total,Phenol,Phosphate :- {TIP},"Phosphorus, Total as P",Phytoplankton,Population Equivalent - Calculated,Potassium,"Potassium, Dissolved",Rotenone,Salinity : In Situ,Sample Depth below surface,Sampling Frequency,"Silica, reactive as SiO2","Silicate, Filtered as SiO2",Sodium,"Sodium, Dissolved","Solids, Suspended at 105 C",Strontium,"Strontium, Filtered",Sulphate as SO4,"Sulphate, Dissolved as SO4",Temperature of Water,Time of high tide,Time of sampling relative to previous high water,Toluene :- {Methylbenzene},Turbidity,Turbidity : In Situ,"Visible oil or grease, significant trace: Present/Not found (1/0)",Volume of Sample Filtered,Water Depth,Zinc,Zinc : BLM Bioavailable,Zinc : Load,"Zinc, Dissolved",cis-Permethrin,pH,pH : In Situ,trans-Permethrin
,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5.1,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6.2,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,4.1,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1.7,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2.8,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,3.67,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,,,,,,,,,,,,,,,,,,,3,,
,,,,,,,,,1.4,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.21,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.39,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.21,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.206,,0.004,,,0.72,0.667,0.21,,0.93,,,,0.016,,,,,,,,,,,,0.02,0.01,,,,,,,,,,,,,9.5,,,,,2.7,,,,,,,,,,,,,,,,
,,,,,,,,,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,,0.004,,,0.62,0.573,0.2,,0.82,,,,0.01,,,,,,,,,,,,0.02,0.015,,,,,,,,,,,,,3,,,,,3.4,,,,,,,,,,,,,,,,
,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,,0.004,,,0.37,0.34,0.2,,0.57,,,,0.01,,,,,,,,,,,,0.02,0.02,,,,,,,,,,,,,3,,,,,2.7,,,,,,,,,,,,,,,,
,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,,0.004,,,0.45,0.41,0.2,,0.65,,,,0.01,,,,,,,,,,,,0.02,0.018,,,,,,,,,,,,,4.3,,,,,4.5,,,,,,,,,,,,,,,,
,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,,0.004,,,0.31,0.28,0.2,,0.51,,,,0.01,,,,,,,,,,,,0.02,0.014,,,,,,,,,,,,,3,,,,,2.2,,,,,,,,,,,,,,,,
,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,,0.004,,,0.6,0.57,0.2,,0.8,,,,0.013,,,,,,,,,,,,0.02,0.21,,,,,,,,,,,,,3.7,,,,,2.6,,,,,,,,,,,,,,,,
,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.236,,0.004,,,1.76,1.7,0.24,,2,,,,0.01,,,,,,,,,,,,0.026,0.05,,,,,,,,,,,,,5.5,,,,,4.8,,,,,,,,,,,,,,,,
,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,,0.004,,,0.63,0.6,0.2,,0.83,,,,0.017,,,,,,,,,,,,0.025,0.041,,,,,,,,,,,,,8,,,,,4.2,,,,,,,,,,,,,,,,
,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.246,,0.004,,,0.42,0.39,0.25,,0.67,,,,0.01,,,,,,,,,,,,0.02,0.01,,,,,,,,,,,,,3,,,,,3,,,,,,,,,,,,,,,,
,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,,0.004,,,0.46,0.43,0.2,,0.66,,,,0.01,,,,,,,,,,,,0.02,0.018,,,,,,,,,,,,,5.3,,,,,2,,,,,,,,,,,,,,,,
,,,,,,,,,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,,0.004,,,0.69,0.658,0.2,,0.89,,,,0.01,,,,,,,,,,,,0.021,0.039,,,,,,,,,,,,,12,,,,,4.9,,,,,,,,,,,,,,,,
,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,,0.004,,,0.28,0.25,0.2,,0.48,,,,0.01,,,,,,,,,,,,0.02,0.014,,,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,
,,,,,,,,,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,,0.004,,,0.26,0.218,0.2,,0.46,,,,0.01,,,,,,,,,,,,0.02,0.02,,,,,,,,,,,,,3,,,,,7,,,,,,,,,,,,,,,,
,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,,0.004,,,0.57,0.54,0.2,,0.77,,,,0.01,,,,,,,,,,,,0.02,0.03,,,,,,,,,,,,,6.1,,,,,8.7,,,,,,,,,,,,,,,,
,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,,0.004,,,0.6,0.57,0.2,,0.8,,,,0.01,,,,,,,,,,,,0.039,0.061,,,,,,,,,,,,,28,,,,,7.8,,,,,,,,,,,,,,,,
,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,,0.004,,,0.8,0.732,0.2,,1,,,,0.01,,,,,,,,,,,,0.052,0.081,,,,,,,,,,,,,37,,,,,7.6,,,,,,,,,,,,,,,,
,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,,0.004,,,0.13,0.1,0.2,,0.33,,,,0.01,,,,,,,,,,,,0.02,0.012,,,,,,,,,,,,,5.2,,,,,8,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,42,,,0.00032,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.246,,0.004,,,,,0.25,,,,,,0.01,14.1,103.5,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,2.5,,,,2.2,,,,,,,,,,8.08,,
,,,,88,,,0.00038,,0.03,,,,,,,,,,,,,,6.4,,,,,,,,,,,,,,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.326,,0.004,,,,,0.33,,,,,,0.01,12.6,98.8,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,5.1,,,,2.7,,,,,,,,,,8.11,,
,,,,27,,,0.0002,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,,0.004,,,,,0.2,,,,,,0.01,13,101.5,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,4.7,,,,2.4,,,,,,,,,,7.74,,
,,,,43,,,0.0003,,0.03,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,,0.004,,,,,0.2,,,,,,0.01,13.2,103.4,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,5.1,,,,2.5,,,,,,,,,,7.9,,
,,,,91,,,0.00044,,0.03,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,,0.004,,,,,0.2,,,,,,0.01,12.6,104.4,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,7.1,,,,1,,,,,,,,,,8.43,,
,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.12,,22,7.4,,,,,,,,,,,,,145,1.2,,,1,,,,,,,,,,,,,,,,,,,,,,200,,8.8,,7.4,,,,,1.9,,,,,,1.1,,1.1,,,,,,,,,,,,,,,,101.8,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,4.5,,,,,,,,,48,,,46,,7.97,,
,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.15,,36,3.2,,,,,,,,,,,,,222,1.7,,,1.8,,,,,,,,,,,,,,,,,,,,,,110,,9.1,,6.3,,,,,3.3,,,,,,1.2,,1.2,,,,,,,,,,,,,,,,103.9,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,4.8,,,,,,,,,54,,,54,,8.3,,
,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.13,,21,4.4,,,,,,,,,,,,,167,1.5,,,1.5,,,,,,,,,,,,,,,,,,,,,,120,,8.2,,6.4,,,,,1.7,,,,,,1.2,,1.1,,,,,,,,,,,,,,,,103.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,53,,,51,,8.07,,
,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.15,,43,2.4,,,,,,,,,,,,,253,1.3,,,1.2,,,,,,,,,,,,,,,,,,,,,,30,,4.7,,3.3,,,,,4,,,,,,1,,1.1,,,,,,,,,,,,,,,,110.7,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,7.9,,,,,,,,,45,,,46,,8.69,,
,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.16,,40,2.3,,,,,,,,,,,,,270,1,,,1,,,,,,,,,,,,,,,,,,,,,,42,,3.5,,2.8,,,,,3.9,,,,,,1.3,,1.4,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3.4,,,,,,,,,54,,,52,,8.4,,
,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.16,,38,3,,,,,,,,,,,,,234,1.4,,,1.6,,,,,,,,,,,,,,,,,,,,,,58,,5.7,,4.2,,,,,3.5,,,,,,1.2,,1.2,,,,,,,,,,,,,,,,106.6,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,9,,,,,,,,,52,,,54,,8.44,,
,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.26,,26,6.4,,,,,,,,,,,,,185,1.5,,,1.2,,,,,,,,,,,,,,,,,,,,,,230,,5.6,,4.6,,,,,3.3,,,,,,1.5,,1.3,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1.6,,,,,,,,,130,,,120,,7.94,,
,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.27,,36,3,,,,,,,,,,,,,240,1.4,,,1.9,,,,,,,,,,,,,,,,,,,,,,150,,5.1,,3.6,,,,,4.7,,,,,,1.2,,1.2,,,,,,,,,,,,,,,,103.4,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,5.4,,,,,,,,,120,,,120,,8.21,,
,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.19,,14,9.5,,,,,,,,,,,,,110,2.1,,,1.7,,,,,,,,,,,,,,,,,,,,,,310,,7.7,,5.6,,,,,1.6,,,,,,1.6,,1.3,,,,,,,,,,,,,,,,102.8,,,,,,,,,,,,,,,,,,,,,,,,5.3,,,,,4.3,,,,,,,,,100,,,93,,7.3,,
,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.27,,21,4.3,,,,,,,,,,,,,169,1.4,,,1.4,,,,,,,,,,,,,,,,,,,,,,160,,6.4,,5.2,,,,,2.3,,,,,,1.3,,1.2,,,,,,,,,,,,,,,,102.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,,,,,,,,130,,,130,,8.09,,
,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.27,,20,6.4,,,,,,,,,,,,,169,1.2,,,1.1,,,,,,,,,,,,,,,,,,,,,,240,,7.8,,6.3,,,,,2.4,,,,,,1.3,,1.3,,,,,,,,,,,,,,,,100.1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,6.5,,,,,,,,,120,,,120,,7.86,,
,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.25,,40,2.4,,,,,,,,,,,,,268,1.2,,,1.7,,,,,,,,,,,,,,,,,,,,,,110,,3,,2.4,,,,,5.6,,,,,,1.1,,1.2,,,,,,,,,,,,,,,,111.7,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,10.9,,,,,,,,,93,,,90,,8.62,,
,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.17,,8.8,12,,,,,,,,,,,,,93,2.1,,,1.4,,,,,,,,,,,,,,,,,,,,,,360,,18,,6.8,,,,,0.98,,,,,,1.9,,1.3,,,,,,,,,,,,,,,,101.6,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,5.1,,,,,,,,,92,,,69,,7.98,,
,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.26,,39,2.9,,,,,,,,,,,,,256,3.4,,,2.9,,,,,,,,,,,,,,,,,,,,,,100,,4.8,,3.1,,,,,5.1,,,,,,1.1,,1.1,,,,,,,,,,,,,,,,108.5,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,12,,,,,,,,,99,,,92,,8.39,,
,,,,,,,,,,,,,,,,,,,,,,,,1,0.16,,41,4.5,,,,,,,,,,,,,282,4.8,,,2.3,,,,,,,,,,,,,,,,,,,,,,5300,,240,,10,,,,,6.1,,,,,,5.8,,1.3,,,,,,,,,,,,,,,,99.5,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,5.2,,,,,,,,,550,,,75,,8,,
,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.18,,20,7,,,,,,,,,,,,,200,1.8,,,1.8,,,,,,,,,,,,,,,,,,,,,,240,,6.8,,5.6,,,,,2.8,,,,,,1.6,,1.4,,,,,,,,,,,,,,,,99.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,,,,,,,95,,,84,,8.04,,
,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.15,,44,3.1,,,,,,,,,,,,,343,2.1,,,1.6,,,,,,,,,,,,,,,,,,,,,,110,,3.1,,2,,,,,6.8,,,,,,1.1,,1.1,,,,,,,,,,,,,,,,113.5,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,9.1,,,,,,,,,58,,,53,,8.38,,
,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.15,,41,3.9,,,,,,,,,,,,,298,13,,,7.5,,,,,,,,,,,,,,,,,,,,,,130,,29,,5.6,,,,,6.2,,,,,,1.4,,1.3,,,,,,,,,,,,,,,,121.4,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,10.6,,,,,,,,,57,,,53,,8.54,,
,,,,61,,,0.00032,,0.03,,,,1,,,,,,,,,100,,0.19,0.17,,26,11,,14,,,,,,,,,0.5,,202,1.8,,,1.7,,,,,,,,,,,,,,,,,,,,,,340,,5.8,,4.1,,,,,3.7,,,14,,0.01,1.8,,1.7,0.936,,0.004,,,,,0.94,,,,,,0.01,14.5,106.1,,,,,,,,,,,0.024,,,,1.6,,,,,3.9,,,8.5,3.7,,,,15,2.5,,,,4,,,,,85,,,79,,8.01,,
,,,,62,,,0.00121,,0.091,,,,1,,,,,,,,,100,1,0.22,0.19,,25,10,,14,,,,,,,,,0.5,,193,1.5,,,1.2,,,,,,,,,,,,,,,,,,,,,,340,,6.9,,3.9,,,,,3.7,,,11,,0.01,1.6,,1.4,0.486,,0.004,,,,,0.49,,,,,,0.018,12.9,103,,,,,,,,,,,0.024,,,,1.3,,,,,3.3,,,8.2,4.6,,,,14,5.7,,,,3.7,,,,,110,,,96,,8.04,,
